id	category_id	position	word_id	overwrite_tl_en	overwrite_tl_de
1202	47	4	2455		
1203	47	5	1011		
1204	47	6	6459		
1205	47	7	1378		
1206	47	8	1597		
1207	47	9	11304		
1208	47	10	1634		
1209	47	11	381		
1210	47	12	4929		
1211	47	13	902		
1212	47	14	4185		
1213	48	1	713		
1214	48	2	795		
1215	48	3	1447		
1216	48	4	37209		
1217	48	5	32420		
1218	48	6	9018		
1219	48	7	924		
1220	48	8	230		
1221	48	9	3499		
1222	48	10	32427		
1223	48	11	3125		
1224	48	12	140		
1225	49	1	1934		
1226	49	2	30584		
1227	49	3	3513		
1228	49	4	32751		
1229	49	5	4525		
1230	49	6	10020		
1231	49	7	1062		
1232	49	8	2970		
1233	49	9	1091		
1234	49	10	12179		
1235	49	11	48743		
1236	50	1	1242		
1237	50	2	11806		
1238	50	3	5995		
1239	50	4	6275		
1240	50	5	1988		
1241	50	6	2502		
1242	50	7	2224		
1243	50	8	2115		
1244	50	9	2488		
1245	50	10	4865		
1246	50	11	1282		
1247	50	12	458		
1248	50	13	2991		
1249	50	14	185		
1250	50	15	15324		
1251	50	16	11390		
1252	50	17	1662		
1253	50	18	59733		
1254	50	19	7057		
1255	50	20	1979		
1256	50	21	1016		
1257	50	22	4470		
1258	51	1	2095		
1259	51	2	2955		
1260	51	3	18858		
1261	51	4	1117		
1262	51	5	3556		
1263	51	6	551		
1264	51	7	2736		
1265	51	8	1947		
1266	51	9	2503		
1267	51	10	1169		
1268	51	11	1108		
1269	51	12	27413		
1270	51	13	1520		
1271	51	14	2667		
1272	51	15	548		
1273	51	16	414		
1274	51	17	40350		
1275	51	18	643		
1276	51	19	585		
1277	51	20	3777		
1278	52	1	1667		
1279	52	2	835		
1280	52	3	10042		
1281	52	4	4679		
1282	52	5	2784		
1283	52	6	8707		
1284	52	7	8046		
1285	52	8	4161		
1286	52	9	1432		
1287	52	10	1503		
1288	52	11	16419		
1289	52	12	9834		
1290	52	13	483		
1291	52	14	13789		
1292	52	15	17479		
1293	52	16	1330		
1294	52	17	13100		
1295	52	18	657		
1296	52	19	722		
1297	52	20	3029		
1298	52	21	2197		
1299	52	22	1411		
1300	52	23	3174		
1301	52	24	19987		
1302	53	1	3050		
1303	53	2	960		
1304	53	3	1301		
1305	53	4	9491		
1306	53	5	20466		
1307	53	6	9793		
1308	53	7	49360		
1309	54	1	974		
1310	54	2	1415		
1311	54	3	165		
1312	54	4	903		
1313	54	5	1731		
1314	54	6	10012		
1315	54	7	798		
1316	55	1	3596		
1317	55	2	30068		
1318	55	3	13630		
1319	55	4	1586		
1320	55	5	41204		
1321	55	6	2530		
1322	55	7	49094		
1323	55	8	25219		
1324	56	1	1331		
1325	56	2	33615		
1326	56	3	2236		
1327	56	4	521		
1328	56	5	982		
1329	56	6	3496		
1330	56	7	1785		
1331	56	8	4773		
1332	56	9	3372		
1333	56	10	7179		
1334	56	11	5500		
1335	56	12	3462		
1336	56	13	1825		
1337	56	14	904		
1338	56	15	5075		
1339	56	16	957		
1340	56	17	670		
1341	56	18	1715		
1342	56	19	6898		
1343	56	20	8087		
1344	56	21	2805		
1345	56	22	2379		
1346	56	23	12242		
1347	56	24	6872		
1348	56	25	13149		
1349	56	26	4779		
1350	56	27	4820		
1351	56	28	11658		
1352	56	29	1592		
1353	56	30	2460		
1354	56	31	3773		
1355	56	32	1005		
1356	56	33	659		
1357	56	34	3684		
1358	56	35	8944		
1359	56	36	4904		
1360	56	37	2900		
1361	57	1	28673		
1362	57	2	2476		
1363	57	3	21350		
1364	57	4	24298		
1365	57	5	10367		
1366	57	6	29364		
1367	57	7	29613		
1368	57	8	1457		
1369	57	9	1487		
1370	57	10	5360		
1371	57	11	13249		
1372	57	12	15168		
1373	57	13	15334		
1374	57	14	11149		
1375	57	15	989		
1376	58	1	934		
1377	58	2	2352		
1378	58	3	5146		
1379	58	4	1873		
1380	58	5	3706		
1381	58	6	305		
1382	58	7	2213		
1383	58	8	1431		
1384	58	9	8708		
1385	58	10	5396		
1386	58	11	2263		
1387	58	12	2123		
1388	58	13	2582		
1389	58	14	2124		
1390	58	15	255		
1391	58	16	439		
1392	58	17	1319		
1393	58	18	1016		
1394	58	19	1979		
1395	58	20	866		
1396	58	21	954		
1397	58	22	458		
1398	58	23	1282		
1399	58	24	1901		
1400	58	25	3285		
1401	58	26	96		
1402	58	27	4520		
1403	59	1	513		
1404	59	2	5901		
1405	59	3	2532		
1406	59	4	6436		
1407	59	5	7090		
1408	59	6	4261		
1409	59	7	50250		
1410	59	8	6025		
1411	59	9	2457		
1412	59	10	7475		
1413	59	11	47647		
1414	59	12	25792		
1415	59	13	28804		
1416	59	14	15249		
1417	59	15	24794		
1418	59	16	22688		
1419	59	17	20653		
1420	59	18	9643		
1421	59	19	4418		
1422	59	20	20780		
1423	59	21	32311		
1424	59	22	23915		
1425	59	23	17439		
1426	59	24	14506		
1427	59	25	18223		
1428	59	26	13634		
1429	59	27	3967		
1430	59	28	1283		
1431	59	29	5575		
1432	59	30	6173		
1433	59	31	7977		
1434	59	32	24081		
1435	59	33	44975		
1436	59	34	892		
1437	59	35	11096		
1438	59	36	19197		
1439	59	37	9196		
1440	59	38	16810		
1441	59	39	25637		
1442	59	40	18028		
1443	60	1	12487		
1444	60	2	7528		
1445	60	3	15501		
1446	60	4	16796		
1447	60	5	1333		
1448	60	6	13582		
1449	60	7	9234		
1450	60	8	13511		
1451	60	9	946		
1452	61	1	1040		
1453	61	2	2054		
1454	61	3	2426		
1455	61	4	13175		
1456	61	5	4347		
1457	61	6	3992		
1458	61	7	1585		
1459	61	8	797		
1460	61	9	979		
1461	61	10	432		
1462	61	11	78		
1463	62	1	250		
1464	62	2	293		
1465	62	3	1677		
1466	62	4	817		
1467	62	5	50647		
1468	62	6	9167		
1469	62	7	11299		
1470	62	8	3675		
1471	62	9	602		
1472	62	10	623		
1473	62	11	3925		
1474	63	1	1305		
1475	63	2	12870		
1476	63	3	2333		
1477	63	4	10770		
1478	63	5	2602		
1479	63	6	1642		
1480	63	7	2370		
1481	63	8	20731		
1482	63	9	4677		
1483	63	10	6379		
1484	63	11	3309		
1485	63	12	4080		
1486	63	13	2471		
1487	63	14	9013		
1488	63	15	5166		
1489	63	16	2743		
1490	63	17	978		
1491	63	18	4647		
1492	63	19	16050		
1493	63	20	12833		
1494	63	21	13651		
1495	63	22	22378		
1496	63	23	4949		
1497	63	24	9449		
1498	63	25	2777		
1499	63	26	675		
1500	63	27	3135		
1501	63	28	2598		
1502	63	29	763		
1503	64	1	1536		
1504	64	2	1994		
1505	64	3	29115		
1506	64	4	871		
1507	64	5	3906		
1508	64	6	36139		
1509	64	7	38203		
1510	64	8	2530		
1511	64	9	3161		
1512	64	10	11044		
1513	64	11	7576		
1514	64	12	1732		
1515	64	13	4456		
1516	65	1	1887		
1517	65	2	26957		
1518	65	3	3115		
1519	65	4	4572		
1520	65	5	1006		
1521	65	6	3710		
1522	65	7	38570		
1523	65	8	32747		
1524	65	9	6152		
1525	65	10	12953		
1526	65	11	39751		
1527	65	12	12076		
1528	65	13	1093		
1529	66	1	4105		
1530	66	2	4725		
1531	66	3	1507		
1532	66	4	1216		
1533	66	5	33282		
1534	66	6	8784		
1535	66	7	1000		
1536	66	8	13173		
1537	66	9	4193		
1538	66	10	4942		
1539	66	11	5412		
1540	66	12	5215		
1541	66	13	851		
1542	66	14	10023		
1543	66	15	3682		
1544	66	16	2178		
1545	66	17	1928		
1546	66	18	7563		
1547	66	19	18692		
1548	66	20	19585		
1549	66	21	22550		
1550	66	22	9393		
1551	66	23	3629		
1552	67	1	6760		
1553	67	2	41507		
1554	67	3	11027		
1555	67	4	10385		
1556	67	5	15285		
1557	67	6	13700		
1558	67	7	15188		
1559	67	8	18366		
1560	67	9	4348		
1561	67	10	2192		
1562	67	11	1949		
1563	67	12	1312		
1564	67	13	606		
1565	67	14	8130		
1566	67	15	9650		
1567	67	16	4270		
1568	67	17	8749		
1569	67	18	2186		
1570	67	19	10314		
1571	67	20	2636		
1572	67	21	6965		
1573	67	22	1612		
1574	67	23	2129		
1575	68	1	3307		
1576	68	2	2540		
1577	68	3	3188		
1578	68	4	9599		
1579	68	5	793		
1580	68	6	5441		
1581	68	7	5907		
1582	68	8	5607		
1583	68	9	3569		
1584	68	10	9243		
1585	68	11	5775		
1586	68	12	4785		
1587	68	13	1231		
1588	69	1	19074		
1589	69	2	13702		
1590	69	3	22410		
1591	69	4	2998		
1592	69	5	5645		
1593	69	6	6951		
1594	69	7	12045		
1595	69	8	12749		
1596	69	9	11578		
1597	70	1	8877		
1598	70	2	487		
1599	70	3	10685		
1600	70	4	14620		
1601	70	5	5641		
1602	70	6	424		
1603	70	7	1548		
1604	70	8	771		
1605	70	9	2521		
1606	70	10	2389		
1607	70	11	2488		
1608	70	12	2115		
1609	70	13	3777		
1610	70	14	15071		
1611	70	15	1688		
1612	71	1	1291		
1613	71	2	6109		
1614	71	3	2065		
1615	71	4	18712		
1616	71	5	7801		
1617	71	6	4921		
1618	71	7	33584		
1619	71	8	2270		
1620	71	9	22798		
1621	71	10	3084		
1622	71	11	1790		
1623	71	12	12213		
1624	71	13	12012		
1625	71	14	2440		
1626	71	15	2518		
1627	71	16	6478		
1628	71	17	2990		
1629	71	18	4310		
1630	71	19	3217		
1631	71	20	1412		
1632	71	21	4931		
1633	71	22	465		
1634	71	23	1863		
1635	71	24	4531		
1636	71	25	1049		
1637	71	26	818		
1638	71	27	2128		
1639	71	28	3762		
1640	71	29	17872		
1641	71	30	2800		
1642	71	31	7619		
1643	71	32	56122		
1644	71	33	4971		
1645	71	34	4384		
1646	71	35	11344		
1647	72	1	3919		
1648	72	2	3450		
1649	72	3	14139		
1650	72	4	21852		
1651	72	5	12410		
1652	72	6	8799		
1653	72	7	7364		
1654	72	8	31020		
1655	72	9	14192		
1656	72	10	19234		
1657	72	11	13882		
1658	72	12	7682		
1659	72	13	6529		
1660	72	14	5738		
1661	72	15	15732		
1662	73	1	1637		
1663	73	2	4809		
1664	73	3	7296		
1665	73	4	6178		
1666	73	5	6874		
1667	73	6	6465		
1668	73	7	5810		
1669	73	8	6678		
1670	73	9	12701		
1671	73	10	10889		
1672	73	11	7961		
1673	73	12	4514		
1674	73	13	15135		
1675	74	1	2999		
1676	74	2	9050		
1677	74	3	16982		
1678	74	4	8491		
1679	74	5	24924		
1680	74	6	5057		
1681	74	7	1012		
1682	74	8	4844		
1683	74	9	28509		
1684	74	10	10332		
1685	74	11	16982		
1686	74	12	12710		
1687	74	13	4005		
1688	74	14	5882		
1689	74	15	14651		
1690	75	1	2469		
1691	75	2	737		
1692	75	3	45492		
1693	75	4	28418		
1694	75	5	24396		
1695	75	6	25424		
1696	75	7	10494		
1697	75	8	20849		
1698	75	9	18288		
1699	75	10	40293		
1700	75	11	26410		
1701	75	12	46405		
1702	75	13	36718		
1703	75	14	23189		
1704	75	15	28546		
1705	75	16	2676		
1706	75	17	8623		
1707	75	18	7141		
1708	75	19	19416		
1709	76	1	510		
1710	76	2	718		
1711	76	3	10383		
1712	76	4	1466		
1713	76	5	3144		
1714	76	6	2118		
1715	76	7	524		
1716	76	8	4502		
1717	76	9	1527		
1718	76	10	15724		
1719	77	1	279		
1720	77	2	1776		
1721	77	3	13396		
1722	77	4	3061		
1723	77	5	4659		
1724	77	6	211		
1725	77	7	3792		
1726	77	8	2496		
1727	77	9	2629		
1728	77	10	4812		
1729	77	11	2394		
1730	77	12	4273		
1731	77	13	3469		
1732	77	14	1990		
1733	77	15	849		
1734	77	16	6181		
1735	77	17	519		
1736	77	18	2377		
1737	77	19	153		
1738	78	1	217		
1739	78	2	52455		
1740	78	3	9211		
1741	78	4	10677		
1742	78	5	20806		
1743	78	6	14098		
1744	78	7	7605		
1745	78	8	5800		
1746	78	9	14695		
1747	78	10	2909		
1748	78	11	2728		
1749	78	12	977		
1750	78	13	6632		
1751	78	14	1079		
1752	78	15	2138		
1753	78	16	3448		
1754	78	17	3007		
1755	78	18	3173		
1756	78	19	5340		
1757	78	20	16787		
1758	79	1	247		
1759	79	2	2173		
1760	79	3	14393		
1761	79	4	6207		
1762	79	5	28710		
1763	79	6	3870		
1764	79	7	20275		
1765	79	8	3952		
1766	79	9	15434		
1767	79	10	32910		
1768	79	11	34989		
1769	79	12	28261		
1770	79	13	38831		
1771	79	14	10370		
1772	79	15	58094		
1773	79	16	26566		
1774	79	17	28371		
1775	79	18	4079		
1776	79	19	35320		
1777	79	20	48056		
1778	79	21	453		
1779	79	22	12244		
1780	79	23	3882		
1781	79	24	19623		
1782	79	25	33311		
1783	79	26	58203		
1784	79	27	25035		
1785	79	28	52488		
1786	79	29	59582		
1787	79	30	6412		
1788	79	31	27263		
1789	79	32	13112		
1790	79	33	29479		
1791	79	34	20527		
1792	79	35	42911		
1793	80	1	10493		
1794	80	2	48862		
1795	80	3	27016		
1796	80	4	15805		
1797	80	5	16114		
1798	80	6	45020		
1799	80	7	15783		
1800	80	8	12320		
1801	80	9	16588		
1802	80	10	8945		
1803	80	11	15100		
1804	80	12	24062		
1805	80	13	7425		
1806	80	14	23475		
1807	80	15	34092		
1808	81	1	3847		
1809	81	2	17682		
1810	81	3	35316		
1811	81	4	6799		
1812	81	5	12494		
1813	81	6	35519		
1814	81	7	35518		
1815	81	8	10196		
1816	81	9	14758		
1817	81	10	32530		
1818	81	11	5153		
1819	81	12	8338		
1820	81	13	7264		
1821	81	14	39384		
1822	82	1	1548		
1823	82	2	184		
1824	82	3	4099		
1825	82	4	5651		
1826	82	5	1846		
1827	82	6	729		
1828	82	7	2361		
1829	82	8	10490		
1830	82	9	3300		
1831	82	10	114		
1832	82	11	3612		
1833	82	12	906		
1834	82	13	771		
1835	82	14	424		
1836	82	15	4598		
1837	82	16	4888		
1838	82	17	5149		
1839	82	18	5074		
1840	82	19	8644		
1841	82	20	650		
1842	82	21	10223		
1843	83	1	2578		
1844	83	2	1287		
1845	83	3	7479		
1846	83	4	3545		
1847	83	5	7261		
1848	83	6	5719		
1849	83	7	5334		
1850	83	8	22511		
1851	83	9	2767		
1852	83	10	22772		
1853	83	11	106		
1854	83	12	2569		
1855	83	13	2779		
1856	83	14	5581		
1857	83	15	1766		
1858	83	16	11519		
1859	84	1	1010		
1860	84	2	23047		
1861	84	3	4469		
1862	84	4	3728		
1863	84	5	10748		
1864	84	6	2770		
1865	84	7	1450		
1866	84	8	4937		
1867	84	9	618		
1868	84	10	1576		
1869	85	1	10095		
1870	85	2	19692		
1871	85	3	7820		
1872	85	4	848		
1873	85	5	25746		
1874	85	6	18118		
1875	85	7	56259		
1876	85	8	4106		
1877	85	9	35221		
1878	85	10	31292		
1879	85	11	22719		
1880	85	12	20584		
1881	85	13	5536		
1882	85	14	11285		
1883	85	15	20290		
1884	85	16	1071		
1885	85	17	5552		
1886	85	18	6160		
1887	85	19	12308		
1888	86	1	1250		
1889	86	2	3868		
1890	86	3	6594		
1891	86	4	559		
1892	86	5	1103		
1893	86	6	4088		
1894	86	7	322		
1895	86	8	1242		
1896	86	9	696		
1897	86	10	204		
1898	86	11	121		
1899	86	12	7162		
1900	86	13	3248		
1901	86	14	9309		
1902	87	1	546		
1903	87	2	4512		
1904	87	3	10158		
1905	87	4	3708		
1906	87	5	4371		
1907	87	6	3842		
1908	87	7	8208		
1909	87	8	5676		
1910	87	9	1028		
1911	87	10	697		
1912	87	11	600		
1913	87	12	7272		
1914	87	13	5232		
1915	87	14	14803		
1916	87	15	7454		
1917	87	16	759		
1918	87	17	2090		
1919	87	18	734		
1920	87	19	3393		
1921	87	20	222		
1922	87	21	297		
1923	87	22	781		
1924	87	23	236		
1925	87	24	2109		
1926	87	25	1074		
1927	87	26	300		
1928	87	27	1453		
1929	87	28	8671		
1930	88	1	988		
1931	88	2	3179		
1932	88	3	12074		
1933	88	4	14308		
1934	88	5	2031		
1935	88	6	8282		
1936	88	7	2120		
1937	88	8	1433		
1938	88	9	2331		
1939	88	10	7305		
1940	88	11	1866		
1941	88	12	8238		
1942	88	13	20095		
1943	88	14	4286		
1944	88	15	22303		
1945	88	16	1556		
1946	88	17	7419		
1947	88	18	7750		
1948	89	1	2619		
1949	89	2	8723		
1950	89	3	2325		
1951	89	4	853		
1952	89	5	657		
1953	89	6	4306		
1954	89	7	23476		
1955	89	8	5185		
1956	89	9	2296		
1957	89	10	927		
1958	89	11	1794		
1959	89	12	73		
1960	89	13	695		
1961	89	14	6649		
1962	89	15	9233		
1963	89	16	1178		
1964	89	17	3869		
1965	89	18	7652		
1966	89	19	2167		
1967	89	20	6530		
1968	89	21	10009		
1969	89	22	584		
1970	89	23	5570		
1971	90	1	14202		
1972	90	2	851		
1973	90	3	587		
1974	90	4	2928		
1975	90	5	1764		
1976	90	6	1677		
1977	90	7	1122		
1978	90	8	5388		
1979	90	9	3389		
1980	90	10	15784		
1981	90	11	3692		
1982	90	12	4223		
1983	90	13	41215		
1984	90	14	940		
1985	90	15	706		
1986	90	16	4551		
1987	90	17	2865		
1988	91	1	107		
1989	91	2	5561		
1990	91	3	766		
1991	91	4	251		
1992	91	5	4237		
1993	91	6	370		
1994	91	7	2678		
1995	91	8	8634		
1996	91	9	124		
1997	91	10	139		
1998	91	11	337		
1999	91	12	1706		
2000	91	13	338		
2001	91	14	735		
2002	91	15	1058		
2003	91	16	3398		
2004	92	1	3816		
2005	92	2	3697		
2006	92	3	5360		
2007	92	4	11172		
2008	92	5	11044		
2009	92	6	2289		
2010	92	7	5347		
2011	92	8	2011		
2012	92	9	4552		
2013	92	10	3225		
2014	92	11	1755		
2015	92	12	11606		
2016	92	13	10696		
2017	92	14	6777		
2018	92	15	10513		
2019	92	16	6814		
2020	92	17	14366		
2021	92	18	5274		
2022	92	19	11445		
2023	92	20	4114		
2024	92	21	8547		
2025	92	22	6735		
2026	92	23	1164		
2027	92	24	5710		
2028	92	25	4784		
2029	92	26	137		
2030	92	27	321		
2031	92	28	178		
2032	92	29	161		
2033	92	30	3711		
2034	92	31	447		
2035	92	32	2275		
2036	92	33	1128		
2037	92	34	16540		
2038	92	35	5940		
2039	92	36	3975		
2040	92	37	4210		
2041	92	38	517		
2042	92	39	2606		
2043	92	40	129		
2044	92	41	128		
2045	92	42	726		
